Number;Chemical name;Chemical Formula;Monoisotopic mass;[M+H]+;[M-H]-;Smile Code;INCHi;Source
2246;Tetracycline-M356;C20H17NO13S;511.042066;512.049891;510.034241;C(C1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)=O)O)OS(O)(=O)=O;InChI=1S/C20H17NO13S/c21-18(28)12-15(25)13(23)8-4-7-11(16(26)20(8,30)17(12)27)14(24)10-6(2-1-3-9(10)22)19(7,29)5-34-35(31,32)33/h1-3,7-8,22,24,27,29-30H,4-5H2,(H2,21,28)(H,31,32,33);BioTransformer 3.0
2247;Tetracycline-M357;C20H21NO9;419.121634;420.129459;418.113809;CC1(C2CC3C(C(O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)=O)O;InChI=1S/C20H21NO9/c1-19(29)6-3-2-4-9(22)10(6)14(24)11-7(19)5-8-13(23)15(25)12(18(21)28)17(27)20(8,30)16(11)26/h2-4,7-8,15-16,22,24-27,29-30H,5H2,1H3,(H2,21,28);BioTransformer 3.0
2248;Tetracycline-M358;C26H27NO15;593.138074;594.145899;592.130249;CC1(C2CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)=O)O;InChI=1S/C26H27NO15/c1-25(39)6-3-2-4-9(41-24-18(33)16(31)17(32)19(42-24)23(37)38)10(6)14(29)11-7(25)5-8-13(28)15(30)12(22(27)36)21(35)26(8,40)20(11)34/h2-4,7-8,16-20,24,29,31-35,39-40H,5H2,1H3,(H2,27,36)(H,37,38);BioTransformer 3.0
2249;Tetracycline-M359;C20H19NO12S;497.062801;498.070626;496.054976;CC1(C2CC3C(C(=O)C(=C(C3(C(OS(O)(=O)=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)=O)O;InChI=1S/C20H19NO12S/c1-19(28)6-3-2-4-9(22)10(6)14(24)11-7(19)5-8-13(23)15(25)12(18(21)27)16(26)20(8,29)17(11)33-34(30,31)32/h2-4,7-8,17,22,24,26,28-29H,5H2,1H3,(H2,21,27)(H,30,31,32);BioTransformer 3.0
2250;Tetracycline-M360;C26H27NO15;593.138074;594.145899;592.130249;CC1(C2CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)=O)O;InChI=1S/C26H27NO15/c1-25(39)6-3-2-4-9(41-24-18(33)16(31)17(32)19(42-24)23(37)38)10(6)14(29)11-7(25)5-8-13(28)15(30)12(22(27)36)21(35)26(8,40)20(11)34/h2-4,7-8,15-19,24,29-33,35,39-40H,5H2,1H3,(H2,27,36)(H,37,38);BioTransformer 3.0
2251;Tetracycline-M361;C20H19NO12S;497.062801;498.070626;496.054976;CC1(C2CC3C(C(OS(O)(=O)=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)=O)O;InChI=1S/C20H19NO12S/c1-19(28)6-3-2-4-9(22)10(6)14(24)11-7(19)5-8-13(23)15(33-34(30,31)32)12(18(21)27)17(26)20(8,29)16(11)25/h2-4,7-8,15,22,24,26,28-29H,5H2,1H3,(H2,21,27)(H,30,31,32);BioTransformer 3.0
2252;Tetracycline-M362;C20H21NO9;419.121634;420.129459;418.113809;CC1(C2CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)O)O;InChI=1S/C20H21NO9/c1-19(29)6-3-2-4-9(22)10(6)14(24)11-7(19)5-8-13(23)15(25)12(18(21)28)17(27)20(8,30)16(11)26/h2-4,7-8,13,16,22-24,26-27,29-30H,5H2,1H3,(H2,21,28);BioTransformer 3.0
2253;Tetracycline-M363;C20H21NO9;419.121634;420.129459;418.113809;CC1(C2CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)O)O;InChI=1S/C20H21NO9/c1-19(29)6-3-2-4-9(22)10(6)14(24)11-7(19)5-8-13(23)15(25)12(18(21)28)17(27)20(8,30)16(11)26/h2-4,7-8,13,15,22-25,27,29-30H,5H2,1H3,(H2,21,28);BioTransformer 3.0
2254;Tetracycline-M364;C26H27NO15;593.138074;594.145899;592.130249;CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)O)O;InChI=1S/C26H27NO15/c1-25(39)6-3-2-4-9(41-24-18(33)16(31)17(32)19(42-24)23(37)38)10(6)14(29)11-7(25)5-8-13(28)15(30)12(22(27)36)21(35)26(8,40)20(11)34/h2-4,7-8,13,16-19,24,28-29,31-33,35,39-40H,5H2,1H3,(H2,27,36)(H,37,38);BioTransformer 3.0
2255;Tetracycline-M365;C20H19NO12S;497.062801;498.070626;496.054976;CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)OS(O)(=O)=O)O;InChI=1S/C20H19NO12S/c1-19(28)6-3-2-4-9(22)10(6)13(23)11-7(19)5-8-15(33-34(30,31)32)14(24)12(18(21)27)17(26)20(8,29)16(11)25/h2-4,7-8,15,22-23,26,28-29H,5H2,1H3,(H2,21,27)(H,30,31,32);BioTransformer 3.0
2256;Tetracycline-M366;C20H22N2O8;418.137618;419.145443;417.129793;CC1(C2CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N)O;InChI=1S/C20H22N2O8/c1-19(29)6-3-2-4-9(23)10(6)14(24)11-7(19)5-8-13(21)15(25)12(18(22)28)17(27)20(8,30)16(11)26/h2-4,7-8,13,16,23-24,26-27,29-30H,5,21H2,1H3,(H2,22,28);BioTransformer 3.0
2257;Tetracycline-M367;C20H22N2O8;418.137618;419.145443;417.129793;CC1(C2CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N)O;InChI=1S/C20H22N2O8/c1-19(29)6-3-2-4-9(23)10(6)14(24)11-7(19)5-8-13(21)15(25)12(18(22)28)17(27)20(8,30)16(11)26/h2-4,7-8,13,15,23-25,27,29-30H,5,21H2,1H3,(H2,22,28);BioTransformer 3.0
2258;Tetracycline-M368;C26H28N2O14;592.154058;593.161883;591.146233;CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N)O;InChI=1S/C26H28N2O14/c1-25(39)6-3-2-4-9(41-24-18(33)16(31)17(32)19(42-24)23(37)38)10(6)14(29)11-7(25)5-8-13(27)15(30)12(22(28)36)21(35)26(8,40)20(11)34/h2-4,7-8,13,16-19,24,29,31-33,35,39-40H,5,27H2,1H3,(H2,28,36)(H,37,38);BioTransformer 3.0
2259;Tetracycline-M369;C21H24N2O9;448.148183;449.156008;447.140358;CC1(C2(CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-19(30)7-4-3-5-9(24)10(7)14(25)12-17(28)21(32)8(6-20(12,19)31)13(23-2)15(26)11(16(21)27)18(22)29/h3-5,8,13,17,23-25,27-28,30-32H,6H2,1-2H3,(H2,22,29);BioTransformer 3.0
2260;Tetracycline-M370;C21H24N2O9;448.148183;449.156008;447.140358;CC1(C2(CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-19(30)7-4-3-5-9(24)10(7)14(25)12-17(28)21(32)8(6-20(12,19)31)13(23-2)15(26)11(16(21)27)18(22)29/h3-5,8,13,15,23-27,30-32H,6H2,1-2H3,(H2,22,29);BioTransformer 3.0
2261;Tetracycline-M371;C27H30N2O15;622.164623;623.172448;621.156798;CC1(C2(CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C27H30N2O15/c1-25(40)7-4-3-5-9(43-24-18(34)16(32)17(33)19(44-24)23(38)39)10(7)14(30)12-21(36)27(42)8(6-26(12,25)41)13(29-2)15(31)11(20(27)35)22(28)37/h3-5,8,13,16-19,24,29-30,32-35,40-42H,6H2,1-2H3,(H2,28,37)(H,38,39);BioTransformer 3.0
2262;Tetracycline-M372;C21H24N2O9;448.148183;449.156008;447.140358;CC1(C2CC3(C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-19(30)7-4-3-5-9(24)10(7)13(25)11-8(19)6-20(31)15(23-2)14(26)12(18(22)29)17(28)21(20,32)16(11)27/h3-5,8,15-16,23-25,27-28,30-32H,6H2,1-2H3,(H2,22,29);BioTransformer 3.0
2263;Tetracycline-M373;C21H24N2O9;448.148183;449.156008;447.140358;CC1(C2CC3(C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-19(30)7-4-3-5-9(24)10(7)13(25)11-8(19)6-20(31)15(23-2)14(26)12(18(22)29)17(28)21(20,32)16(11)27/h3-5,8,14-15,23-26,28,30-32H,6H2,1-2H3,(H2,22,29);BioTransformer 3.0
2264;Tetracycline-M374;C27H30N2O15;622.164623;623.172448;621.156798;CC1(C2CC3(C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C27H30N2O15/c1-25(40)7-4-3-5-9(43-24-17(34)15(32)16(33)18(44-24)23(38)39)10(7)13(30)11-8(25)6-26(41)19(29-2)14(31)12(22(28)37)21(36)27(26,42)20(11)35/h3-5,8,15-19,24,29-30,32-34,36,40-42H,6H2,1-2H3,(H2,28,37)(H,38,39);BioTransformer 3.0
2265;Tetracycline-M375;C21H24N2O9;448.148183;449.156008;447.140358;C(C1(C2CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-23-14-9-5-8-12(17(28)21(9,32)18(29)13(16(14)27)19(22)30)15(26)11-7(20(8,31)6-24)3-2-4-10(11)25/h2-4,8-9,14,17,23-26,28-29,31-32H,5-6H2,1H3,(H2,22,30);BioTransformer 3.0
2266;Tetracycline-M376;C21H24N2O9;448.148183;449.156008;447.140358;C(C1(C2CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C21H24N2O9/c1-23-14-9-5-8-12(17(28)21(9,32)18(29)13(16(14)27)19(22)30)15(26)11-7(20(8,31)6-24)3-2-4-10(11)25/h2-4,8-9,14,16,23-27,29,31-32H,5-6H2,1H3,(H2,22,30);BioTransformer 3.0
2267;Tetracycline-M377;C27H30N2O15;622.164623;623.172448;621.156798;C(C1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)NC)O)O;InChI=1S/C27H30N2O15/c1-29-14-9-5-8-12(21(36)27(9,42)22(37)13(16(14)32)23(28)38)15(31)11-7(26(8,41)6-30)3-2-4-10(11)43-25-19(35)17(33)18(34)20(44-25)24(39)40/h2-4,8-9,14,17-20,25,29-31,33-35,37,41-42H,5-6H2,1H3,(H2,28,38)(H,39,40);BioTransformer 3.0
2268;Tetracycline-M378;C21H22N2O12S;526.08935;527.097175;525.081525;C(C1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O)OS(O)(=O)=O;InChI=1S/C21H22N2O12S/c1-23-14-9-5-8-12(17(27)21(9,31)18(28)13(16(14)26)19(22)29)15(25)11-7(3-2-4-10(11)24)20(8,30)6-35-36(32,33)34/h2-4,8-9,14,23-25,28,30-31H,5-6H2,1H3,(H2,22,29)(H,32,33,34);BioTransformer 3.0
2269;Tetracycline-M379;C21H26N2O8;434.168918;435.176743;433.161093;CC1(C2CC3C(C(O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O;InChI=1S/C21H26N2O8/c1-20(30)7-4-3-5-10(24)11(7)15(25)12-8(20)6-9-14(23-2)16(26)13(19(22)29)18(28)21(9,31)17(12)27/h3-5,8-9,14,16-17,23-28,30-31H,6H2,1-2H3,(H2,22,29);BioTransformer 3.0
2270;Tetracycline-M380;C27H32N2O14;608.185358;609.193183;607.177533;CC1(C2CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)NC)O;InChI=1S/C27H32N2O14/c1-26(40)7-4-3-5-10(42-25-19(34)17(32)18(33)20(43-25)24(38)39)11(7)15(30)12-8(26)6-9-14(29-2)16(31)13(23(28)37)22(36)27(9,41)21(12)35/h3-5,8-9,14,17-21,25,29-30,32-36,40-41H,6H2,1-2H3,(H2,28,37)(H,38,39);BioTransformer 3.0
2271;Tetracycline-M381;C21H24N2O11S;512.110085;513.11791;511.10226;CC1(C2CC3C(C(=O)C(=C(C3(C(OS(O)(=O)=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O;InChI=1S/C21H24N2O11S/c1-20(29)7-4-3-5-10(24)11(7)15(25)12-8(20)6-9-14(23-2)16(26)13(19(22)28)17(27)21(9,30)18(12)34-35(31,32)33/h3-5,8-9,14,18,23-25,27,29-30H,6H2,1-2H3,(H2,22,28)(H,31,32,33);BioTransformer 3.0
2272;Tetracycline-M382;C27H32N2O14;608.185358;609.193183;607.177533;CC1(C2CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)NC)O;InChI=1S/C27H32N2O14/c1-26(40)7-4-3-5-10(42-25-19(34)17(32)18(33)20(43-25)24(38)39)11(7)15(30)12-8(26)6-9-14(29-2)16(31)13(23(28)37)22(36)27(9,41)21(12)35/h3-5,8-9,14,16-20,25,29-34,36,40-41H,6H2,1-2H3,(H2,28,37)(H,38,39);BioTransformer 3.0
2273;Tetracycline-M383;C21H24N2O11S;512.110085;513.11791;511.10226;CC1(C2CC3C(C(OS(O)(=O)=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)NC)O;InChI=1S/C21H24N2O11S/c1-20(29)7-4-3-5-10(24)11(7)15(25)12-8(20)6-9-14(23-2)16(34-35(31,32)33)13(19(22)28)18(27)21(9,30)17(12)26/h3-5,8-9,14,16,23-25,27,29-30H,6H2,1-2H3,(H2,22,28)(H,31,32,33);BioTransformer 3.0
2274;Tetracycline-M384;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2(CC3(C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-9(25)10(8)13(26)12-17(29)22(34)16(28)11(18(23)30)14(27)15(24(2)3)21(22,33)7-20(12,19)32/h4-6,15,17,25-26,28-29,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2275;Tetracycline-M385;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2(CC3(C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-9(25)10(8)13(26)12-17(29)22(34)16(28)11(18(23)30)14(27)15(24(2)3)21(22,33)7-20(12,19)32/h4-6,14-15,25-28,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2276;Tetracycline-M386;C28H32N2O16;652.175188;653.183013;651.167363;CC1(C2(CC3(C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C28H32N2O16/c1-25(41)8-5-4-6-9(45-24-17(35)15(33)16(34)18(46-24)23(39)40)10(8)13(31)12-21(37)28(44)20(36)11(22(29)38)14(32)19(30(2)3)27(28,43)7-26(12,25)42/h4-6,15-19,24,31,33-36,41-44H,7H2,1-3H3,(H2,29,38)(H,39,40);BioTransformer 3.0
2277;Tetracycline-M388;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2(CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-9(25)11(8)14(26)13-17(29)21(33)10(7-20(13,19)32)22(34,24(2)3)16(28)12(15(21)27)18(23)30/h4-6,10,17,25-27,29,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2278;Tetracycline-M389;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2(CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-9(25)11(8)14(26)13-17(29)21(33)10(7-20(13,19)32)22(34,24(2)3)16(28)12(15(21)27)18(23)30/h4-6,10,16,25-28,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2279;Tetracycline-M390;C28H32N2O16;652.175188;653.183013;651.167363;CC1(C2(CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C28H32N2O16/c1-25(41)8-5-4-6-9(45-24-17(34)15(32)16(33)18(46-24)23(39)40)11(8)14(31)13-21(37)27(43)10(7-26(13,25)42)28(44,30(2)3)20(36)12(19(27)35)22(29)38/h4-6,10,15-18,24,31-35,41-44H,7H2,1-3H3,(H2,29,38)(H,39,40);BioTransformer 3.0
2280;Tetracycline-M392;C22H26N2O10;478.158748;479.166573;477.150923;C(C1(C2(CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-24(2)14-9-6-20(32)13(18(30)22(9,34)17(29)12(16(14)28)19(23)31)15(27)11-8(21(20,33)7-25)4-3-5-10(11)26/h3-5,9,14,18,25-27,29-30,32-34H,6-7H2,1-2H3,(H2,23,31);BioTransformer 3.0
2281;Tetracycline-M393;C22H26N2O10;478.158748;479.166573;477.150923;C(C1(C2(CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-24(2)14-9-6-20(32)13(18(30)22(9,34)17(29)12(16(14)28)19(23)31)15(27)11-8(21(20,33)7-25)4-3-5-10(11)26/h3-5,9,14,16,25-29,32-34H,6-7H2,1-2H3,(H2,23,31);BioTransformer 3.0
2282;Tetracycline-M394;C28H32N2O16;652.175188;653.183013;651.167363;C(C1(C2(CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C28H32N2O16/c1-30(2)14-9-6-26(42)13(22(38)28(9,44)21(37)12(16(14)33)23(29)39)15(32)11-8(27(26,43)7-31)4-3-5-10(11)45-25-19(36)17(34)18(35)20(46-25)24(40)41/h3-5,9,14,17-20,25,31-32,34-37,42-44H,6-7H2,1-2H3,(H2,29,39)(H,40,41);BioTransformer 3.0
2283;Tetracycline-M396;C22H24N2O13S;556.099915;557.10774;555.09209;C(C1(C2(CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)OS(O)(=O)=O;InChI=1S/C22H24N2O13S/c1-24(2)14-9-6-20(31)13(18(29)22(9,33)17(28)12(16(14)27)19(23)30)15(26)11-8(4-3-5-10(11)25)21(20,32)7-37-38(34,35)36/h3-5,9,14,25-26,28,31-33H,6-7H2,1-2H3,(H2,23,30)(H,34,35,36);BioTransformer 3.0
2284;Tetracycline-M397;C22H28N2O9;464.179483;465.187308;463.171658;CC1(C2(CC3C(C(O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C22H28N2O9/c1-20(31)8-5-4-6-10(25)11(8)15(26)13-18(29)22(33)9(7-21(13,20)32)14(24(2)3)16(27)12(17(22)28)19(23)30/h4-6,9,14,16,18,25-29,31-33H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2285;Tetracycline-M398;C28H34N2O15;638.195923;639.203748;637.188098;CC1(C2(CC3C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C28H34N2O15/c1-26(41)8-5-4-6-10(44-25-19(35)17(33)18(34)20(45-25)24(39)40)11(8)15(31)13-22(37)28(43)9(7-27(13,26)42)14(30(2)3)16(32)12(21(28)36)23(29)38/h4-6,9,14,17-20,22,25,31,33-37,41-43H,7H2,1-3H3,(H2,29,38)(H,39,40);BioTransformer 3.0
2286;Tetracycline-M400;C22H26N2O12S;542.12065;543.128475;541.112825;CC1(C2(CC3C(C(=O)C(=C(C3(C(OS(O)(=O)=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C22H26N2O12S/c1-20(30)8-5-4-6-10(25)11(8)15(26)13-18(36-37(33,34)35)22(32)9(7-21(13,20)31)14(24(2)3)16(27)12(17(22)28)19(23)29/h4-6,9,14,18,25-26,28,30-32H,7H2,1-3H3,(H2,23,29)(H,33,34,35);BioTransformer 3.0
2287;Tetracycline-M401;C28H34N2O15;638.195923;639.203748;637.188098;CC1(C2(CC3C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C28H34N2O15/c1-26(41)8-5-4-6-10(44-25-19(35)17(33)18(34)20(45-25)24(39)40)11(8)15(31)13-22(37)28(43)9(7-27(13,26)42)14(30(2)3)16(32)12(21(28)36)23(29)38/h4-6,9,14,16-20,25,31-36,41-43H,7H2,1-3H3,(H2,29,38)(H,39,40);BioTransformer 3.0
2288;Tetracycline-M403;C22H26N2O12S;542.12065;543.128475;541.112825;CC1(C2(CC3C(C(OS(O)(=O)=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C22H26N2O12S/c1-20(30)8-5-4-6-10(25)11(8)15(26)13-18(28)22(32)9(7-21(13,20)31)14(24(2)3)16(36-37(33,34)35)12(17(22)27)19(23)29/h4-6,9,14,16,25-27,30-32H,7H2,1-3H3,(H2,23,29)(H,33,34,35);BioTransformer 3.0
2289;Tetracycline-M404;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2CC3(C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-10(25)11(8)14(26)12-9(19)7-20(32)21(33,15(12)27)16(28)13(18(23)30)17(29)22(20,34)24(2)3/h4-6,9,15,25-28,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2290;Tetracycline-M405;C22H26N2O10;478.158748;479.166573;477.150923;CC1(C2CC3(C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-19(31)8-5-4-6-10(25)11(8)14(26)12-9(19)7-20(32)21(33,15(12)27)16(28)13(18(23)30)17(29)22(20,34)24(2)3/h4-6,9,17,25-26,28-29,31-34H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
2291;Tetracycline-M406;C28H32N2O16;652.175188;653.183013;651.167363;CC1(C2CC3(C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)(N(C)C)O)O)O;InChI=1S/C28H32N2O16/c1-25(41)8-5-4-6-10(45-24-17(34)15(32)16(33)18(46-24)23(39)40)11(8)14(31)12-9(25)7-26(42)27(43,19(12)35)20(36)13(22(29)38)21(37)28(26,44)30(2)3/h4-6,9,15-18,24,31-34,36,41-44H,7H2,1-3H3,(H2,29,38)(H,39,40);BioTransformer 3.0
2292;Tetracycline-M408;C22H26N2O10;478.158748;479.166573;477.150923;C(C1(C2CC3(C(C(=O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-24(2)16-15(28)13(19(23)31)18(30)22(34)17(29)12-9(6-21(16,22)33)20(32,7-25)8-4-3-5-10(26)11(8)14(12)27/h3-5,9,16-17,25-27,29-30,32-34H,6-7H2,1-2H3,(H2,23,31);BioTransformer 3.0
2293;Tetracycline-M409;C22H26N2O10;478.158748;479.166573;477.150923;C(C1(C2CC3(C(C(O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C22H26N2O10/c1-24(2)16-15(28)13(19(23)31)18(30)22(34)17(29)12-9(6-21(16,22)33)20(32,7-25)8-4-3-5-10(26)11(8)14(12)27/h3-5,9,15-16,25-28,30,32-34H,6-7H2,1-2H3,(H2,23,31);BioTransformer 3.0
2294;Tetracycline-M410;C28H32N2O16;652.175188;653.183013;651.167363;C(C1(C2CC3(C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4OC5OC(C(O)C(O)C5O)C(O)=O)O)O)O)C(=O)N)N(C)C)O)O)O;InChI=1S/C28H32N2O16/c1-30(2)20-15(33)13(23(29)39)22(38)28(44)21(37)12-9(6-27(20,28)43)26(42,7-31)8-4-3-5-10(11(8)14(12)32)45-25-18(36)16(34)17(35)19(46-25)24(40)41/h3-5,9,16-20,25,31-32,34-36,38,42-44H,6-7H2,1-2H3,(H2,29,39)(H,40,41);BioTransformer 3.0
2295;Tetracycline-M412;C22H24N2O13S;556.099915;557.10774;555.09209;C(C1(C2CC3(C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O)OS(O)(=O)=O;InChI=1S/C22H24N2O13S/c1-24(2)16-15(27)13(19(23)30)18(29)22(33)17(28)12-9(6-21(16,22)32)20(31,7-37-38(34,35)36)8-4-3-5-10(25)11(8)14(12)26/h3-5,9,16,25-26,29,31-33H,6-7H2,1-2H3,(H2,23,30)(H,34,35,36);BioTransformer 3.0
2296;Tetracycline-M413;C22H28N2O9;464.179483;465.187308;463.171658;CC1(C2CC3(C(C(O)C(=C(C3(C(O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O;InChI=1S/C22H28N2O9/c1-20(31)8-5-4-6-10(25)11(8)14(26)12-9(20)7-21(32)16(24(2)3)15(27)13(19(23)30)18(29)22(21,33)17(12)28/h4-6,9,15-17,25-29,31-33H,7H2,1-3H3,(H2,23,30);BioTransformer 3.0
